respondent;task;alt;group;chosen;purchase;price_eur;rel_price;rel_price_lvl;comfort;att;speech;app;comfort_2;comfort_4;att_complete;speech_moderate;speech_more_effort;app_invisible
egitznoe5jq23tldqmwegitznojq24mr;6;3;egitznoe5jq23tldqmwegitznojq24mr_6;0;0;0;0;0;;;;;0;0;0;0;0;0
egitznoe5jq23tldqmwegitznojq24mr;7;1;egitznoe5jq23tldqmwegitznojq24mr_7;0;1;99;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
egitznoe5jq23tldqmwegitznojq24mr;7;2;egitznoe5jq23tldqmwegitznojq24mr_7;0;1;45;0,5;0,5;;PARTIAL;MODERATE;VISIBLE;0;0;0;1;0;0
egitznoe5jq23tldqmwegitznojq24mr;7;3;egitznoe5jq23tldqmwegitznojq24mr_7;1;0;0;0;0;;;;;0;0;0;0;0;0
egitznoe5jq23tldqmwegitznojq24mr;8;1;egitznoe5jq23tldqmwegitznojq24mr_8;0;1;45;0,5;0,5;2;;MODERATE;VISIBLE;1;0;0;1;0;0
egitznoe5jq23tldqmwegitznojq24mr;8;2;egitznoe5jq23tldqmwegitznojq24mr_8;1;1;72;0,8;0,8;1;;MODERATE;INVISIBLE;0;0;0;1;0;1
egitznoe5jq23tldqmwegitznojq24mr;8;3;egitznoe5jq23tldqmwegitznojq24mr_8;0;0;0;0;0;;;;;0;0;0;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;1;1;svt7rulz9zfte39405svt7rrlu8uc6wa_1;0;1;144;0,8;0,8;4;PARTIAL;MODERATE;;0;1;0;1;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;1;2;svt7rulz9zfte39405svt7rrlu8uc6wa_1;0;1;198;1,1;1,1;2;COMPLETE;EASY;;1;0;1;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;1;3;svt7rulz9zfte39405svt7rrlu8uc6wa_1;1;0;0;0;0;;;;;0;0;0;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;2;1;svt7rulz9zfte39405svt7rrlu8uc6wa_2;0;1;198;1,1;1,1;2;COMPLETE;;VISIBLE;1;0;1;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;2;2;svt7rulz9zfte39405svt7rrlu8uc6wa_2;1;1;144;0,8;0,8;4;PARTIAL;;INVISIBLE;0;1;0;0;0;1
svt7rulz9zfte39405svt7rrlu8uc6wa;2;3;svt7rulz9zfte39405svt7rrlu8uc6wa_2;0;0;0;0;0;;;;;0;0;0;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;3;1;svt7rulz9zfte39405svt7rrlu8uc6wa_3;1;1;90;0,5;0,5;;PARTIAL;EASY;VISIBLE;0;0;0;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;3;2;svt7rulz9zfte39405svt7rrlu8uc6wa_3;0;1;198;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
svt7rulz9zfte39405svt7rrlu8uc6wa;3;3;svt7rulz9zfte39405svt7rrlu8uc6wa_3;0;0;0;0;0;;;;;0;0;0;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;4;1;svt7rulz9zfte39405svt7rrlu8uc6wa_4;0;1;144;0,8;0,8;1;;EASY;INVISIBLE;0;0;0;0;0;1
svt7rulz9zfte39405svt7rrlu8uc6wa;4;2;svt7rulz9zfte39405svt7rrlu8uc6wa_4;1;1;90;0,5;0,5;4;;MODERATE;VISIBLE;0;1;0;1;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;4;3;svt7rulz9zfte39405svt7rrlu8uc6wa_4;0;0;0;0;0;;;;;0;0;0;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;5;1;svt7rulz9zfte39405svt7rrlu8uc6wa_5;0;1;198;1,1;1,1;2;PARTIAL;EASY;;1;0;0;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;5;2;svt7rulz9zfte39405svt7rrlu8uc6wa_5;0;1;144;0,8;0,8;1;COMPLETE;MORE EFFORT;;0;0;1;0;1;0
svt7rulz9zfte39405svt7rrlu8uc6wa;5;3;svt7rulz9zfte39405svt7rrlu8uc6wa_5;1;0;0;0;0;;;;;0;0;0;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;6;1;svt7rulz9zfte39405svt7rrlu8uc6wa_6;0;1;198;1,1;1,1;4;PARTIAL;;VISIBLE;0;1;0;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;6;2;svt7rulz9zfte39405svt7rrlu8uc6wa_6;0;1;144;0,8;0,8;1;COMPLETE;;INVISIBLE;0;0;1;0;0;1
svt7rulz9zfte39405svt7rrlu8uc6wa;6;3;svt7rulz9zfte39405svt7rrlu8uc6wa_6;1;0;0;0;0;;;;;0;0;0;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;7;1;svt7rulz9zfte39405svt7rrlu8uc6wa_7;0;1;198;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
svt7rulz9zfte39405svt7rrlu8uc6wa;7;2;svt7rulz9zfte39405svt7rrlu8uc6wa_7;0;1;90;0,5;0,5;;PARTIAL;MODERATE;VISIBLE;0;0;0;1;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;7;3;svt7rulz9zfte39405svt7rrlu8uc6wa_7;1;0;0;0;0;;;;;0;0;0;0;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;8;1;svt7rulz9zfte39405svt7rrlu8uc6wa_8;1;1;90;0,5;0,5;2;;MODERATE;VISIBLE;1;0;0;1;0;0
svt7rulz9zfte39405svt7rrlu8uc6wa;8;2;svt7rulz9zfte39405svt7rrlu8uc6wa_8;0;1;144;0,8;0,8;1;;MODERATE;INVISIBLE;0;0;0;1;0;1
svt7rulz9zfte39405svt7rrlu8uc6wa;8;3;svt7rulz9zfte39405svt7rrlu8uc6wa_8;0;0;0;0;0;;;;;0;0;0;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;1;1;7z91fnu1c161drzehut7z915rbgsvyjp_1;0;1;72;0,8;0,8;4;PARTIAL;MODERATE;;0;1;0;1;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;1;2;7z91fnu1c161drzehut7z915rbgsvyjp_1;0;1;99;1,1;1,1;2;COMPLETE;EASY;;1;0;1;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;1;3;7z91fnu1c161drzehut7z915rbgsvyjp_1;1;0;0;0;0;;;;;0;0;0;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;2;1;7z91fnu1c161drzehut7z915rbgsvyjp_2;0;1;99;1,1;1,1;2;COMPLETE;;VISIBLE;1;0;1;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;2;2;7z91fnu1c161drzehut7z915rbgsvyjp_2;0;1;72;0,8;0,8;4;PARTIAL;;INVISIBLE;0;1;0;0;0;1
7z91fnu1c161drzehut7z915rbgsvyjp;2;3;7z91fnu1c161drzehut7z915rbgsvyjp_2;1;0;0;0;0;;;;;0;0;0;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;3;1;7z91fnu1c161drzehut7z915rbgsvyjp_3;0;1;45;0,5;0,5;;PARTIAL;EASY;VISIBLE;0;0;0;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;3;2;7z91fnu1c161drzehut7z915rbgsvyjp_3;0;1;99;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
7z91fnu1c161drzehut7z915rbgsvyjp;3;3;7z91fnu1c161drzehut7z915rbgsvyjp_3;1;0;0;0;0;;;;;0;0;0;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;4;1;7z91fnu1c161drzehut7z915rbgsvyjp_4;0;1;72;0,8;0,8;1;;EASY;INVISIBLE;0;0;0;0;0;1
7z91fnu1c161drzehut7z915rbgsvyjp;4;2;7z91fnu1c161drzehut7z915rbgsvyjp_4;0;1;45;0,5;0,5;4;;MODERATE;VISIBLE;0;1;0;1;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;4;3;7z91fnu1c161drzehut7z915rbgsvyjp_4;1;0;0;0;0;;;;;0;0;0;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;5;1;7z91fnu1c161drzehut7z915rbgsvyjp_5;0;1;99;1,1;1,1;2;PARTIAL;EASY;;1;0;0;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;5;2;7z91fnu1c161drzehut7z915rbgsvyjp_5;0;1;72;0,8;0,8;1;COMPLETE;MORE EFFORT;;0;0;1;0;1;0
7z91fnu1c161drzehut7z915rbgsvyjp;5;3;7z91fnu1c161drzehut7z915rbgsvyjp_5;1;0;0;0;0;;;;;0;0;0;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;6;1;7z91fnu1c161drzehut7z915rbgsvyjp_6;0;1;99;1,1;1,1;4;PARTIAL;;VISIBLE;0;1;0;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;6;2;7z91fnu1c161drzehut7z915rbgsvyjp_6;0;1;72;0,8;0,8;1;COMPLETE;;INVISIBLE;0;0;1;0;0;1
7z91fnu1c161drzehut7z915rbgsvyjp;6;3;7z91fnu1c161drzehut7z915rbgsvyjp_6;1;0;0;0;0;;;;;0;0;0;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;7;1;7z91fnu1c161drzehut7z915rbgsvyjp_7;0;1;99;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
7z91fnu1c161drzehut7z915rbgsvyjp;7;2;7z91fnu1c161drzehut7z915rbgsvyjp_7;0;1;45;0,5;0,5;;PARTIAL;MODERATE;VISIBLE;0;0;0;1;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;7;3;7z91fnu1c161drzehut7z915rbgsvyjp_7;1;0;0;0;0;;;;;0;0;0;0;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;8;1;7z91fnu1c161drzehut7z915rbgsvyjp_8;0;1;45;0,5;0,5;2;;MODERATE;VISIBLE;1;0;0;1;0;0
7z91fnu1c161drzehut7z915rbgsvyjp;8;2;7z91fnu1c161drzehut7z915rbgsvyjp_8;0;1;72;0,8;0,8;1;;MODERATE;INVISIBLE;0;0;0;1;0;1
7z91fnu1c161drzehut7z915rbgsvyjp;8;3;7z91fnu1c161drzehut7z915rbgsvyjp_8;1;0;0;0;0;;;;;0;0;0;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;1;1;ilpornajy1wrf5ilmjnq76sfftm3dmma_1;0;1;200;0,8;0,8;4;PARTIAL;MODERATE;;0;1;0;1;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;1;2;ilpornajy1wrf5ilmjnq76sfftm3dmma_1;1;1;275;1,1;1,1;2;COMPLETE;EASY;;1;0;1;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;1;3;ilpornajy1wrf5ilmjnq76sfftm3dmma_1;0;0;0;0;0;;;;;0;0;0;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;2;1;ilpornajy1wrf5ilmjnq76sfftm3dmma_2;1;1;275;1,1;1,1;2;COMPLETE;;VISIBLE;1;0;1;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;2;2;ilpornajy1wrf5ilmjnq76sfftm3dmma_2;0;1;200;0,8;0,8;4;PARTIAL;;INVISIBLE;0;1;0;0;0;1
ilpornajy1wrf5ilmjnq76sfftm3dmma;2;3;ilpornajy1wrf5ilmjnq76sfftm3dmma_2;0;0;0;0;0;;;;;0;0;0;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;3;1;ilpornajy1wrf5ilmjnq76sfftm3dmma_3;1;1;125;0,5;0,5;;PARTIAL;EASY;VISIBLE;0;0;0;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;3;2;ilpornajy1wrf5ilmjnq76sfftm3dmma_3;0;1;275;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
ilpornajy1wrf5ilmjnq76sfftm3dmma;3;3;ilpornajy1wrf5ilmjnq76sfftm3dmma_3;0;0;0;0;0;;;;;0;0;0;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;4;1;ilpornajy1wrf5ilmjnq76sfftm3dmma_4;1;1;200;0,8;0,8;1;;EASY;INVISIBLE;0;0;0;0;0;1
ilpornajy1wrf5ilmjnq76sfftm3dmma;4;2;ilpornajy1wrf5ilmjnq76sfftm3dmma_4;0;1;125;0,5;0,5;4;;MODERATE;VISIBLE;0;1;0;1;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;4;3;ilpornajy1wrf5ilmjnq76sfftm3dmma_4;0;0;0;0;0;;;;;0;0;0;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;5;1;ilpornajy1wrf5ilmjnq76sfftm3dmma_5;1;1;275;1,1;1,1;2;PARTIAL;EASY;;1;0;0;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;5;2;ilpornajy1wrf5ilmjnq76sfftm3dmma_5;0;1;200;0,8;0,8;1;COMPLETE;MORE EFFORT;;0;0;1;0;1;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;5;3;ilpornajy1wrf5ilmjnq76sfftm3dmma_5;0;0;0;0;0;;;;;0;0;0;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;6;1;ilpornajy1wrf5ilmjnq76sfftm3dmma_6;0;1;275;1,1;1,1;4;PARTIAL;;VISIBLE;0;1;0;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;6;2;ilpornajy1wrf5ilmjnq76sfftm3dmma_6;1;1;200;0,8;0,8;1;COMPLETE;;INVISIBLE;0;0;1;0;0;1
ilpornajy1wrf5ilmjnq76sfftm3dmma;6;3;ilpornajy1wrf5ilmjnq76sfftm3dmma_6;0;0;0;0;0;;;;;0;0;0;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;7;1;ilpornajy1wrf5ilmjnq76sfftm3dmma_7;1;1;275;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
ilpornajy1wrf5ilmjnq76sfftm3dmma;7;2;ilpornajy1wrf5ilmjnq76sfftm3dmma_7;0;1;125;0,5;0,5;;PARTIAL;MODERATE;VISIBLE;0;0;0;1;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;7;3;ilpornajy1wrf5ilmjnq76sfftm3dmma_7;0;0;0;0;0;;;;;0;0;0;0;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;8;1;ilpornajy1wrf5ilmjnq76sfftm3dmma_8;1;1;125;0,5;0,5;2;;MODERATE;VISIBLE;1;0;0;1;0;0
ilpornajy1wrf5ilmjnq76sfftm3dmma;8;2;ilpornajy1wrf5ilmjnq76sfftm3dmma_8;0;1;200;0,8;0,8;1;;MODERATE;INVISIBLE;0;0;0;1;0;1
ilpornajy1wrf5ilmjnq76sfftm3dmma;8;3;ilpornajy1wrf5ilmjnq76sfftm3dmma_8;0;0;0;0;0;;;;;0;0;0;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;1;1;p9nw996jrbho6yycp9nw9ckin6moy8p2_1;0;1;96;0,8;0,8;4;PARTIAL;MODERATE;;0;1;0;1;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;1;2;p9nw996jrbho6yycp9nw9ckin6moy8p2_1;0;1;132;1,1;1,1;2;COMPLETE;EASY;;1;0;1;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;1;3;p9nw996jrbho6yycp9nw9ckin6moy8p2_1;1;0;0;0;0;;;;;0;0;0;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;2;1;p9nw996jrbho6yycp9nw9ckin6moy8p2_2;0;1;132;1,1;1,1;2;COMPLETE;;VISIBLE;1;0;1;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;2;2;p9nw996jrbho6yycp9nw9ckin6moy8p2_2;0;1;96;0,8;0,8;4;PARTIAL;;INVISIBLE;0;1;0;0;0;1
p9nw996jrbho6yycp9nw9ckin6moy8p2;2;3;p9nw996jrbho6yycp9nw9ckin6moy8p2_2;1;0;0;0;0;;;;;0;0;0;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;3;1;p9nw996jrbho6yycp9nw9ckin6moy8p2_3;0;1;60;0,5;0,5;;PARTIAL;EASY;VISIBLE;0;0;0;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;3;2;p9nw996jrbho6yycp9nw9ckin6moy8p2_3;0;1;132;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
p9nw996jrbho6yycp9nw9ckin6moy8p2;3;3;p9nw996jrbho6yycp9nw9ckin6moy8p2_3;1;0;0;0;0;;;;;0;0;0;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;4;1;p9nw996jrbho6yycp9nw9ckin6moy8p2_4;0;1;96;0,8;0,8;1;;EASY;INVISIBLE;0;0;0;0;0;1
p9nw996jrbho6yycp9nw9ckin6moy8p2;4;2;p9nw996jrbho6yycp9nw9ckin6moy8p2_4;0;1;60;0,5;0,5;4;;MODERATE;VISIBLE;0;1;0;1;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;4;3;p9nw996jrbho6yycp9nw9ckin6moy8p2_4;1;0;0;0;0;;;;;0;0;0;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;5;1;p9nw996jrbho6yycp9nw9ckin6moy8p2_5;0;1;132;1,1;1,1;2;PARTIAL;EASY;;1;0;0;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;5;2;p9nw996jrbho6yycp9nw9ckin6moy8p2_5;0;1;96;0,8;0,8;1;COMPLETE;MORE EFFORT;;0;0;1;0;1;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;5;3;p9nw996jrbho6yycp9nw9ckin6moy8p2_5;1;0;0;0;0;;;;;0;0;0;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;6;1;p9nw996jrbho6yycp9nw9ckin6moy8p2_6;0;1;132;1,1;1,1;4;PARTIAL;;VISIBLE;0;1;0;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;6;2;p9nw996jrbho6yycp9nw9ckin6moy8p2_6;0;1;96;0,8;0,8;1;COMPLETE;;INVISIBLE;0;0;1;0;0;1
p9nw996jrbho6yycp9nw9ckin6moy8p2;6;3;p9nw996jrbho6yycp9nw9ckin6moy8p2_6;1;0;0;0;0;;;;;0;0;0;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;7;1;p9nw996jrbho6yycp9nw9ckin6moy8p2_7;0;1;132;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
p9nw996jrbho6yycp9nw9ckin6moy8p2;7;2;p9nw996jrbho6yycp9nw9ckin6moy8p2_7;0;1;60;0,5;0,5;;PARTIAL;MODERATE;VISIBLE;0;0;0;1;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;7;3;p9nw996jrbho6yycp9nw9ckin6moy8p2_7;1;0;0;0;0;;;;;0;0;0;0;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;8;1;p9nw996jrbho6yycp9nw9ckin6moy8p2_8;0;1;60;0,5;0,5;2;;MODERATE;VISIBLE;1;0;0;1;0;0
p9nw996jrbho6yycp9nw9ckin6moy8p2;8;2;p9nw996jrbho6yycp9nw9ckin6moy8p2_8;0;1;96;0,8;0,8;1;;MODERATE;INVISIBLE;0;0;0;1;0;1
p9nw996jrbho6yycp9nw9ckin6moy8p2;8;3;p9nw996jrbho6yycp9nw9ckin6moy8p2_8;1;0;0;0;0;;;;;0;0;0;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;1;1;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_1;0;1;48;0,8;0,8;4;PARTIAL;MODERATE;;0;1;0;1;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;1;2;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_1;1;1;66;1,1;1,1;2;COMPLETE;EASY;;1;0;1;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;1;3;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_1;0;0;0;0;0;;;;;0;0;0;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;2;1;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_2;1;1;66;1,1;1,1;2;COMPLETE;;VISIBLE;1;0;1;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;2;2;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_2;0;1;48;0,8;0,8;4;PARTIAL;;INVISIBLE;0;1;0;0;0;1
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;2;3;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_2;0;0;0;0;0;;;;;0;0;0;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;3;1;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_3;0;1;30;0,5;0,5;;PARTIAL;EASY;VISIBLE;0;0;0;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;3;2;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_3;1;1;66;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;3;3;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_3;0;0;0;0;0;;;;;0;0;0;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;4;1;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_4;0;1;48;0,8;0,8;1;;EASY;INVISIBLE;0;0;0;0;0;1
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;4;2;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_4;1;1;30;0,5;0,5;4;;MODERATE;VISIBLE;0;1;0;1;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;4;3;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_4;0;0;0;0;0;;;;;0;0;0;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;5;1;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_5;0;1;66;1,1;1,1;2;PARTIAL;EASY;;1;0;0;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;5;2;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_5;1;1;48;0,8;0,8;1;COMPLETE;MORE EFFORT;;0;0;1;0;1;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;5;3;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_5;0;0;0;0;0;;;;;0;0;0;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;6;1;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_6;0;1;66;1,1;1,1;4;PARTIAL;;VISIBLE;0;1;0;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;6;2;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_6;0;1;48;0,8;0,8;1;COMPLETE;;INVISIBLE;0;0;1;0;0;1
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;6;3;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_6;1;0;0;0;0;;;;;0;0;0;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;7;1;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_7;1;1;66;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;7;2;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_7;0;1;30;0,5;0,5;;PARTIAL;MODERATE;VISIBLE;0;0;0;1;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;7;3;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_7;0;0;0;0;0;;;;;0;0;0;0;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;8;1;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_8;1;1;30;0,5;0,5;2;;MODERATE;VISIBLE;1;0;0;1;0;0
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;8;2;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_8;0;1;48;0,8;0,8;1;;MODERATE;INVISIBLE;0;0;0;1;0;1
tdf77pd2dzsn7uvve7zgeptdf77pv6tb;8;3;tdf77pd2dzsn7uvve7zgeptdf77pv6tb_8;0;0;0;0;0;;;;;0;0;0;0;0;0
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;1;1;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_1;1;1;48;0,8;0,8;4;PARTIAL;MODERATE;;0;1;0;1;0;0
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;1;2;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_1;0;1;66;1,1;1,1;2;COMPLETE;EASY;;1;0;1;0;0;0
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;1;3;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_1;0;0;0;0;0;;;;;0;0;0;0;0;0
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;2;1;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_2;0;1;66;1,1;1,1;2;COMPLETE;;VISIBLE;1;0;1;0;0;0
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;2;2;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_2;1;1;48;0,8;0,8;4;PARTIAL;;INVISIBLE;0;1;0;0;0;1
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;2;3;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_2;0;0;0;0;0;;;;;0;0;0;0;0;0
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;3;1;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_3;0;1;30;0,5;0,5;;PARTIAL;EASY;VISIBLE;0;0;0;0;0;0
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;3;2;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_3;1;1;66;1,1;1,1;;COMPLETE;MORE EFFORT;INVISIBLE;0;0;1;0;1;1
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;3;3;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_3;0;0;0;0;0;;;;;0;0;0;0;0;0
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;4;1;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_4;0;1;48;0,8;0,8;1;;EASY;INVISIBLE;0;0;0;0;0;1
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;4;2;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_4;1;1;30;0,5;0,5;4;;MODERATE;VISIBLE;0;1;0;1;0;0
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;4;3;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_4;0;0;0;0;0;;;;;0;0;0;0;0;0
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;5;1;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_5;1;1;66;1,1;1,1;2;PARTIAL;EASY;;1;0;0;0;0;0
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;5;2;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_5;0;1;48;0,8;0,8;1;COMPLETE;MORE EFFORT;;0;0;1;0;1;0
jgohfh3pc1a3p9xwjgoh0cbueujj7gjn;5;3;jgohfh3pc1a3p9xwjgoh0cbueujj7gjn_5;0;0;0;0;0;;;;;0;0;0;0;0;0
